Total Block Instances Placed: 14586
Z_Coord | Y_Coord | Item_Name | Start_Frame
-------------------------------------------------------------------------------------
 0 |  0 | snow_6x6_1f.Item.Gbx      |   0
 6 |  0 | snow_6x6_1f.Item.Gbx      |   0
 0 |  6 | snow_6x6_1f.Item.Gbx      |   0
 6 |  6 | snow_6x6_1f.Item.Gbx      |   0
 0 | 12 | snow_6x6_1f.Item.Gbx      |   0
 0 | 18 | snow_6x6_1f.Item.Gbx      |   0
26 | 18 | snow_6x6_1f.Item.Gbx      |   0
 6 | 21 | snow_6x6_1f.Item.Gbx      |   0
 0 |  0 | snow_6x6_1f.Item.Gbx      |   1
 6 |  0 | snow_6x6_1f.Item.Gbx      |   1
 0 |  6 | snow_6x6_1f.Item.Gbx      |   1
 6 |  6 | snow_6x6_1f.Item.Gbx      |   1
 0 | 12 | snow_6x6_1f.Item.Gbx      |   1
 6 | 12 | snow_6x6_1f.Item.Gbx      |   1
 0 | 18 | snow_6x6_1f.Item.Gbx      |   1
 6 | 18 | snow_6x6_1f.Item.Gbx      |   1
 0 |  0 | snow_6x6_1f.Item.Gbx      |   2
 6 |  0 | snow_6x6_1f.Item.Gbx      |   2
 0 |  6 | snow_6x6_1f.Item.Gbx      |   2
 6 |  6 | snow_6x6_1f.Item.Gbx      |   2
 0 | 12 | snow_6x6_1f.Item.Gbx      |   2
 6 | 12 | snow_6x6_1f.Item.Gbx      |   2
 0 | 18 | snow_6x6_1f.Item.Gbx      |   2
 6 | 18 | snow_6x6_1f.Item.Gbx      |   2
 0 |  0 | snow_6x6_1f.Item.Gbx      |   3
 6 |  0 | snow_6x6_1f.Item.Gbx      |   3
 0 |  6 | snow_6x6_1f.Item.Gbx      |   3
 6 |  6 | snow_6x6_1f.Item.Gbx      |   3
 0 | 12 | snow_6x6_1f.Item.Gbx      |   3
 0 | 18 | snow_6x6_1f.Item.Gbx      |   3
 6 | 20 | snow_6x6_1f.Item.Gbx      |   3
 0 |  0 | snow_6x6_1f.Item.Gbx      |   4
25 |  0 | snow_6x6_1f.Item.Gbx      |   4
 6 |  5 | snow_6x6_1f.Item.Gbx      |   4
 0 |  6 | snow_6x6_1f.Item.Gbx      |   4
 6 | 11 | snow_6x6_1f.Item.Gbx      |   4
 0 | 12 | snow_6x6_1f.Item.Gbx      |   4
 6 | 17 | snow_6x6_1f.Item.Gbx      |   4
 0 | 18 | snow_6x6_1f.Item.Gbx      |   4
 0 |  0 | snow_6x6_1f.Item.Gbx      |   5
20 |  0 | snow_6x6_1f.Item.Gbx      |   5
 0 | 16 | snow_6x6_1f.Item.Gbx      |   5
 6 | 19 | snow_6x6_1f.Item.Gbx      |   5
 0 |  0 | snow_6x6_1f.Item.Gbx      |   6
 6 |  0 | snow_6x6_1f.Item.Gbx      |   6
18 |  0 | snow_6x6_1f.Item.Gbx      |   6
24 |  0 | snow_6x6_1f.Item.Gbx      |   6
 0 |  6 | snow_6x6_1f.Item.Gbx      |   6
 6 |  6 | snow_6x6_1f.Item.Gbx      |   6
20 |  6 | snow_6x6_1f.Item.Gbx      |   6
26 |  6 | snow_6x6_1f.Item.Gbx      |   6
 0 | 12 | snow_6x6_1f.Item.Gbx      |   6
 6 | 12 | snow_6x6_1f.Item.Gbx      |   6
19 | 12 | snow_6x6_1f.Item.Gbx      |   6
25 | 12 | snow_6x6_1f.Item.Gbx      |   6
12 | 14 | snow_6x6_1f.Item.Gbx      |   6
 0 | 18 | snow_6x6_1f.Item.Gbx      |   6
 6 | 18 | snow_6x6_1f.Item.Gbx      |   6
18 | 18 | snow_6x6_1f.Item.Gbx      |   6
24 | 18 | snow_6x6_1f.Item.Gbx      |   6
12 | 20 | snow_6x6_1f.Item.Gbx      |   6
 0 |  0 | snow_6x6_1f.Item.Gbx      |   7
 6 |  0 | snow_6x6_1f.Item.Gbx      |   7
12 |  0 | snow_6x6_1f.Item.Gbx      |   7
18 |  0 | snow_6x6_1f.Item.Gbx      |   7
24 |  0 | snow_6x6_1f.Item.Gbx      |   7
 0 |  6 | snow_6x6_1f.Item.Gbx      |   7
 6 |  6 | snow_6x6_1f.Item.Gbx      |   7
12 |  6 | snow_6x6_1f.Item.Gbx      |   7
18 |  6 | snow_6x6_1f.Item.Gbx      |   7
24 |  6 | snow_6x6_1f.Item.Gbx      |   7
 0 | 12 | snow_6x6_1f.Item.Gbx      |   7
 6 | 12 | snow_6x6_1f.Item.Gbx      |   7
22 | 12 | snow_6x6_1f.Item.Gbx      |   7
 0 | 18 | snow_6x6_1f.Item.Gbx      |   7
 6 | 18 | snow_6x6_1f.Item.Gbx      |   7
22 | 18 | snow_6x6_1f.Item.Gbx      |   7
 0 |  0 | snow_6x6_1f.Item.Gbx      |   8
 6 |  0 | snow_6x6_1f.Item.Gbx      |   8
12 |  0 | snow_6x6_1f.Item.Gbx      |   8
18 |  0 | snow_6x6_1f.Item.Gbx      |   8
24 |  0 | snow_6x6_1f.Item.Gbx      |   8
 0 |  6 | snow_6x6_1f.Item.Gbx      |   8
 6 |  6 | snow_6x6_1f.Item.Gbx      |   8
22 |  6 | snow_6x6_1f.Item.Gbx      |   8
 0 | 12 | snow_6x6_1f.Item.Gbx      |   8
 6 | 12 | snow_6x6_1f.Item.Gbx      |   8
21 | 12 | snow_6x6_1f.Item.Gbx      |   8
12 | 16 | snow_6x6_1f.Item.Gbx      |   8
 0 | 18 | snow_6x6_1f.Item.Gbx      |   8
 6 | 18 | snow_6x6_1f.Item.Gbx      |   8
18 | 18 | snow_6x6_1f.Item.Gbx      |   8
24 | 18 | snow_6x6_1f.Item.Gbx      |   8
 0 |  0 | snow_6x6_1f.Item.Gbx      |   9
 6 |  0 | snow_6x6_1f.Item.Gbx      |   9
12 |  0 | snow_6x6_1f.Item.Gbx      |   9
18 |  0 | snow_6x6_1f.Item.Gbx      |   9
24 |  0 | snow_6x6_1f.Item.Gbx      |   9
 0 |  6 | snow_6x6_1f.Item.Gbx      |   9
 6 |  6 | snow_6x6_1f.Item.Gbx      |   9
22 |  6 | snow_6x6_1f.Item.Gbx      |   9
 0 | 12 | snow_6x6_1f.Item.Gbx      |   9
 6 | 12 | snow_6x6_1f.Item.Gbx      |   9
23 | 12 | snow_6x6_1f.Item.Gbx      |   9
 0 | 18 | snow_6x6_1f.Item.Gbx      |   9
 6 | 18 | snow_6x6_1f.Item.Gbx      |   9
21 | 18 | snow_6x6_1f.Item.Gbx      |   9
12 | 20 | snow_6x6_1f.Item.Gbx      |   9
15 |  0 | snow_6x6_1f.Item.Gbx      |  10
22 |  0 | snow_6x6_1f.Item.Gbx      |  10
14 | 11 | snow_6x6_1f.Item.Gbx      |  10
 0 |  1 | snow_6x6_1f.Item.Gbx      |  11
 7 |  1 | snow_6x6_1f.Item.Gbx      |  11
 0 |  7 | snow_6x6_1f.Item.Gbx      |  11
 6 |  7 | snow_6x6_1f.Item.Gbx      |  11
24 |  7 | snow_6x6_1f.Item.Gbx      |  11
18 |  8 | snow_6x6_1f.Item.Gbx      |  11
12 |  9 | snow_6x6_1f.Item.Gbx      |  11
24 | 13 | snow_6x6_1f.Item.Gbx      |  11
17 |  0 | snow_6x6_1f.Item.Gbx      |  12
23 |  0 | snow_6x6_1f.Item.Gbx      |  12
19 |  6 | snow_6x6_1f.Item.Gbx      |  12
18 | 12 | snow_6x6_1f.Item.Gbx      |  12
24 | 16 | snow_6x6_1f.Item.Gbx      |  12
13 |  0 | snow_6x6_1f.Item.Gbx      |  13
19 |  0 | snow_6x6_1f.Item.Gbx      |  13
25 |  0 | snow_6x6_1f.Item.Gbx      |  13
18 |  6 | snow_6x6_1f.Item.Gbx      |  13
24 |  6 | snow_6x6_1f.Item.Gbx      |  13
22 | 12 | snow_6x6_1f.Item.Gbx      |  13
21 | 18 | snow_6x6_1f.Item.Gbx      |  13
18 |  3 | snow_6x6_1f.Item.Gbx      |  14
16 |  9 | snow_6x6_1f.Item.Gbx      |  14
22 |  9 | snow_6x6_1f.Item.Gbx      |  14
20 | 15 | snow_6x6_1f.Item.Gbx      |  14
 0 | 21 | snow_6x6_1f.Item.Gbx      |  22
 0 | 21 | snow_6x6_1f.Item.Gbx      |  23
 6 | 21 | snow_6x6_1f.Item.Gbx      |  23
 0 | 21 | snow_6x6_1f.Item.Gbx      |  24
 6 | 21 | snow_6x6_1f.Item.Gbx      |  24
 0 | 21 | snow_6x6_1f.Item.Gbx      |  25
 6 | 21 | snow_6x6_1f.Item.Gbx      |  25
26 |  8 | snow_6x6_1f.Item.Gbx      |  27
 0 |  0 | snow_6x6_1f.Item.Gbx      |  30
 6 |  0 | snow_6x6_1f.Item.Gbx      |  30
18 |  0 | snow_6x6_1f.Item.Gbx      |  30
24 |  0 | snow_6x6_1f.Item.Gbx      |  30
 0 |  6 | snow_6x6_1f.Item.Gbx      |  30
 6 |  6 | snow_6x6_1f.Item.Gbx      |  30
19 |  6 | snow_6x6_1f.Item.Gbx      |  30
25 |  6 | snow_6x6_1f.Item.Gbx      |  30
12 |  9 | snow_6x6_1f.Item.Gbx      |  30
 0 | 12 | snow_6x6_1f.Item.Gbx      |  30
 6 | 12 | snow_6x6_1f.Item.Gbx      |  30
18 | 12 | snow_6x6_1f.Item.Gbx      |  30
24 | 12 | snow_6x6_1f.Item.Gbx      |  30
12 | 15 | snow_6x6_1f.Item.Gbx      |  30
 0 | 18 | snow_6x6_1f.Item.Gbx      |  30
 6 | 18 | snow_6x6_1f.Item.Gbx      |  30
18 | 18 | snow_6x6_1f.Item.Gbx      |  30
24 | 18 | snow_6x6_1f.Item.Gbx      |  30
12 | 21 | snow_6x6_1f.Item.Gbx      |  30
 0 |  0 | snow_6x6_1f.Item.Gbx      |  31
 6 |  0 | snow_6x6_1f.Item.Gbx      |  31
12 |  0 | snow_6x6_1f.Item.Gbx      |  31
20 |  0 | snow_6x6_1f.Item.Gbx      |  31
26 |  0 | snow_6x6_1f.Item.Gbx      |  31
 0 |  6 | snow_6x6_1f.Item.Gbx      |  31
 6 |  6 | snow_6x6_1f.Item.Gbx      |  31
12 | 11 | snow_6x6_1f.Item.Gbx      |  31
 0 | 12 | snow_6x6_1f.Item.Gbx      |  31
 6 | 12 | snow_6x6_1f.Item.Gbx      |  31
18 | 12 | snow_6x6_1f.Item.Gbx      |  31
24 | 15 | snow_6x6_1f.Item.Gbx      |  31
12 | 17 | snow_6x6_1f.Item.Gbx      |  31
 0 | 18 | snow_6x6_1f.Item.Gbx      |  31
 6 | 18 | snow_6x6_1f.Item.Gbx      |  31
18 | 18 | snow_6x6_1f.Item.Gbx      |  31
24 | 21 | snow_6x6_1f.Item.Gbx      |  31
 0 |  0 | snow_6x6_1f.Item.Gbx      |  32
 6 |  0 | snow_6x6_1f.Item.Gbx      |  32
12 |  0 | snow_6x6_1f.Item.Gbx      |  32
18 |  0 | snow_6x6_1f.Item.Gbx      |  32
24 |  0 | snow_6x6_1f.Item.Gbx      |  32
 0 |  6 | snow_6x6_1f.Item.Gbx      |  32
17 |  6 | snow_6x6_1f.Item.Gbx      |  32
23 |  6 | snow_6x6_1f.Item.Gbx      |  32
 0 | 12 | snow_6x6_1f.Item.Gbx      |  32
12 | 12 | snow_6x6_1f.Item.Gbx      |  32
18 | 12 | snow_6x6_1f.Item.Gbx      |  32
24 | 12 | snow_6x6_1f.Item.Gbx      |  32
 0 | 18 | snow_6x6_1f.Item.Gbx      |  32
11 | 18 | snow_6x6_1f.Item.Gbx      |  32
17 | 18 | snow_6x6_1f.Item.Gbx      |  32
23 | 18 | snow_6x6_1f.Item.Gbx      |  32
 8 |  0 | snow_6x6_1f.Item.Gbx      |  33
14 |  0 | snow_6x6_1f.Item.Gbx      |  33
20 |  0 | snow_6x6_1f.Item.Gbx      |  33
26 |  0 | snow_6x6_1f.Item.Gbx      |  33
10 |  6 | snow_6x6_1f.Item.Gbx      |  33
16 |  6 | snow_6x6_1f.Item.Gbx      |  33
22 |  6 | snow_6x6_1f.Item.Gbx      |  33
10 | 12 | snow_6x6_1f.Item.Gbx      |  33
16 | 12 | snow_6x6_1f.Item.Gbx      |  33
22 | 12 | snow_6x6_1f.Item.Gbx      |  33
10 | 18 | snow_6x6_1f.Item.Gbx      |  33
16 | 18 | snow_6x6_1f.Item.Gbx      |  33
22 | 18 | snow_6x6_1f.Item.Gbx      |  33
 0 |  0 | snow_6x6_1f.Item.Gbx      |  34
12 |  0 | snow_6x6_1f.Item.Gbx      |  34
18 |  0 | snow_6x6_1f.Item.Gbx      |  34
24 |  0 | snow_6x6_1f.Item.Gbx      |  34
 0 |  6 | snow_6x6_1f.Item.Gbx      |  34
14 |  6 | snow_6x6_1f.Item.Gbx      |  34
20 |  6 | snow_6x6_1f.Item.Gbx      |  34
26 |  6 | snow_6x6_1f.Item.Gbx      |  34
 0 | 12 | snow_6x6_1f.Item.Gbx      |  34
14 | 12 | snow_6x6_1f.Item.Gbx      |  34
20 | 12 | snow_6x6_1f.Item.Gbx      |  34
26 | 12 | snow_6x6_1f.Item.Gbx      |  34
 0 | 18 | snow_6x6_1f.Item.Gbx      |  34
14 | 18 | snow_6x6_1f.Item.Gbx      |  34
20 | 18 | snow_6x6_1f.Item.Gbx      |  34
26 | 18 | snow_6x6_1f.Item.Gbx      |  34
 0 |  0 | snow_6x6_1f.Item.Gbx      |  35
 6 |  0 | snow_6x6_1f.Item.Gbx      |  35
20 |  0 | snow_6x6_1f.Item.Gbx      |  35
26 |  0 | snow_6x6_1f.Item.Gbx      |  35
 0 |  6 | snow_6x6_1f.Item.Gbx      |  35
 6 |  6 | snow_6x6_1f.Item.Gbx      |  35
20 |  6 | snow_6x6_1f.Item.Gbx      |  35
26 |  6 | snow_6x6_1f.Item.Gbx      |  35
 0 | 12 | snow_6x6_1f.Item.Gbx      |  35
 6 | 12 | snow_6x6_1f.Item.Gbx      |  35
20 | 12 | snow_6x6_1f.Item.Gbx      |  35
26 | 12 | snow_6x6_1f.Item.Gbx      |  35
 0 | 18 | snow_6x6_1f.Item.Gbx      |  35
 6 | 18 | snow_6x6_1f.Item.Gbx      |  35
20 | 18 | snow_6x6_1f.Item.Gbx      |  35
26 | 18 | snow_6x6_1f.Item.Gbx      |  35
 0 |  0 | snow_6x6_1f.Item.Gbx      |  36
 6 |  0 | snow_6x6_1f.Item.Gbx      |  36
21 |  0 | snow_6x6_1f.Item.Gbx      |  36
 0 |  6 | snow_6x6_1f.Item.Gbx      |  36
 6 |  6 | snow_6x6_1f.Item.Gbx      |  36
22 |  6 | snow_6x6_1f.Item.Gbx      |  36
 0 | 12 | snow_6x6_1f.Item.Gbx      |  36
 6 | 12 | snow_6x6_1f.Item.Gbx      |  36
22 | 12 | snow_6x6_1f.Item.Gbx      |  36
 0 | 18 | snow_6x6_1f.Item.Gbx      |  36
 6 | 18 | snow_6x6_1f.Item.Gbx      |  36
21 | 18 | snow_6x6_1f.Item.Gbx      |  36
 0 |  0 | snow_6x6_1f.Item.Gbx      |  37
 6 |  0 | snow_6x6_1f.Item.Gbx      |  37
22 |  0 | snow_6x6_1f.Item.Gbx      |  37
24 |  6 | snow_6x6_1f.Item.Gbx      |  37
 0 | 12 | snow_6x6_1f.Item.Gbx      |  37
24 | 12 | snow_6x6_1f.Item.Gbx      |  37
 6 | 15 | snow_6x6_1f.Item.Gbx      |  37
 0 | 18 | snow_6x6_1f.Item.Gbx      |  37
23 | 18 | snow_6x6_1f.Item.Gbx      |  37
 6 | 21 | snow_6x6_1f.Item.Gbx      |  37
 0 |  0 | snow_6x6_1f.Item.Gbx      |  38
 6 |  0 | snow_6x6_1f.Item.Gbx      |  38
24 |  0 | snow_6x6_1f.Item.Gbx      |  38
 0 |  6 | snow_6x6_1f.Item.Gbx      |  38
 6 |  6 | snow_6x6_1f.Item.Gbx      |  38
25 |  6 | snow_6x6_1f.Item.Gbx      |  38
12 | 10 | snow_6x6_1f.Item.Gbx      |  38
 0 | 12 | snow_6x6_1f.Item.Gbx      |  38
 6 | 12 | snow_6x6_1f.Item.Gbx      |  38
25 | 12 | snow_6x6_1f.Item.Gbx      |  38
 0 | 18 | snow_6x6_1f.Item.Gbx      |  38
 6 | 18 | snow_6x6_1f.Item.Gbx      |  38
26 | 18 | snow_6x6_1f.Item.Gbx      |  38
 0 |  0 | snow_6x6_1f.Item.Gbx      |  39
 6 |  0 | snow_6x6_1f.Item.Gbx      |  39
24 |  0 | snow_6x6_1f.Item.Gbx      |  39
 0 |  6 | snow_6x6_1f.Item.Gbx      |  39
 6 |  6 | snow_6x6_1f.Item.Gbx      |  39
25 |  6 | snow_6x6_1f.Item.Gbx      |  39
 0 | 12 | snow_6x6_1f.Item.Gbx      |  39
25 | 12 | snow_6x6_1f.Item.Gbx      |  39
 0 | 18 | snow_6x6_1f.Item.Gbx      |  39
25 | 18 | snow_6x6_1f.Item.Gbx      |  39
 6 | 20 | snow_6x6_1f.Item.Gbx      |  39
 0 |  0 | snow_6x6_1f.Item.Gbx      |  40
 6 |  0 | snow_6x6_1f.Item.Gbx      |  40
 0 |  6 | snow_6x6_1f.Item.Gbx      |  40
 6 |  6 | snow_6x6_1f.Item.Gbx      |  40
 0 | 12 | snow_6x6_1f.Item.Gbx      |  40
 6 | 12 | snow_6x6_1f.Item.Gbx      |  40
 0 | 18 | snow_6x6_1f.Item.Gbx      |  40
 6 | 18 | snow_6x6_1f.Item.Gbx      |  40
 0 |  0 | snow_6x6_1f.Item.Gbx      |  41
 6 |  0 | snow_6x6_1f.Item.Gbx      |  41
12 |  0 | snow_6x6_1f.Item.Gbx      |  41
 0 |  6 | snow_6x6_1f.Item.Gbx      |  41
 6 |  6 | snow_6x6_1f.Item.Gbx      |  41
 0 | 12 | snow_6x6_1f.Item.Gbx      |  41
14 | 12 | snow_6x6_1f.Item.Gbx      |  41
 0 | 18 | snow_6x6_1f.Item.Gbx      |  41
 6 | 20 | snow_6x6_1f.Item.Gbx      |  41
 0 |  0 | snow_6x6_1f.Item.Gbx      |  42
 6 |  0 | snow_6x6_1f.Item.Gbx      |  42
12 |  0 | snow_6x6_1f.Item.Gbx      |  42
 0 |  6 | snow_6x6_1f.Item.Gbx      |  42
12 |  9 | snow_6x6_1f.Item.Gbx      |  42
 0 | 12 | snow_6x6_1f.Item.Gbx      |  42
15 | 15 | snow_6x6_1f.Item.Gbx      |  42
 0 | 18 | snow_6x6_1f.Item.Gbx      |  42
 0 |  0 | snow_6x6_1f.Item.Gbx      |  43
 6 |  0 | snow_6x6_1f.Item.Gbx      |  43
16 |  0 | snow_6x6_1f.Item.Gbx      |  43
22 |  0 | snow_6x6_1f.Item.Gbx      |  43
 0 |  6 | snow_6x6_1f.Item.Gbx      |  43
 6 |  6 | snow_6x6_1f.Item.Gbx      |  43
18 |  6 | snow_6x6_1f.Item.Gbx      |  43
24 |  6 | snow_6x6_1f.Item.Gbx      |  43
 0 | 12 | snow_6x6_1f.Item.Gbx      |  43
20 | 12 | snow_6x6_1f.Item.Gbx      |  43
26 | 12 | snow_6x6_1f.Item.Gbx      |  43
 0 | 18 | snow_6x6_1f.Item.Gbx      |  43
21 | 18 | snow_6x6_1f.Item.Gbx      |  43
 6 | 20 | snow_6x6_1f.Item.Gbx      |  43
 0 |  0 | snow_6x6_1f.Item.Gbx      |  44
 6 |  0 | snow_6x6_1f.Item.Gbx      |  44
12 |  0 | snow_6x6_1f.Item.Gbx      |  44
18 |  0 | snow_6x6_1f.Item.Gbx      |  44
24 |  0 | snow_6x6_1f.Item.Gbx      |  44
 0 |  6 | snow_6x6_1f.Item.Gbx      |  44
13 |  6 | snow_6x6_1f.Item.Gbx      |  44
19 |  6 | snow_6x6_1f.Item.Gbx      |  44
25 |  6 | snow_6x6_1f.Item.Gbx      |  44
 0 | 12 | snow_6x6_1f.Item.Gbx      |  44
 6 | 12 | snow_6x6_1f.Item.Gbx      |  44
22 | 12 | snow_6x6_1f.Item.Gbx      |  44
 0 | 18 | snow_6x6_1f.Item.Gbx      |  44
 6 | 18 | snow_6x6_1f.Item.Gbx      |  44
 0 |  0 | snow_6x6_1f.Item.Gbx      |  45
 6 |  0 | snow_6x6_1f.Item.Gbx      |  45
25 |  0 | snow_6x6_1f.Item.Gbx      |  45
 0 |  6 | snow_6x6_1f.Item.Gbx      |  45
 6 |  6 | snow_6x6_1f.Item.Gbx      |  45
24 |  6 | snow_6x6_1f.Item.Gbx      |  45
 5 | 19 | snow_6x6_1f.Item.Gbx      |  45
22 | 21 | snow_6x6_1f.Item.Gbx      |  45
 0 |  0 | snow_6x6_1f.Item.Gbx      |  46
 6 |  0 | snow_6x6_1f.Item.Gbx      |  46
21 |  0 | snow_6x6_1f.Item.Gbx      |  46
 0 |  6 | snow_6x6_1f.Item.Gbx      |  46
21 |  6 | snow_6x6_1f.Item.Gbx      |  46
 6 |  9 | snow_6x6_1f.Item.Gbx      |  46
 0 | 19 | snow_6x6_1f.Item.Gbx      |  46
 6 | 20 | snow_6x6_1f.Item.Gbx      |  46
20 | 20 | snow_6x6_1f.Item.Gbx      |  46
 0 |  0 | snow_6x6_1f.Item.Gbx      |  47
 6 |  0 | snow_6x6_1f.Item.Gbx      |  47
21 |  0 | snow_6x6_1f.Item.Gbx      |  47
 0 |  6 | snow_6x6_1f.Item.Gbx      |  47
 6 |  6 | snow_6x6_1f.Item.Gbx      |  47
22 |  6 | snow_6x6_1f.Item.Gbx      |  47
 0 | 20 | snow_6x6_1f.Item.Gbx      |  47
 6 | 20 | snow_6x6_1f.Item.Gbx      |  47
20 | 20 | snow_6x6_1f.Item.Gbx      |  47
26 | 21 | snow_6x6_1f.Item.Gbx      |  47
 0 |  0 | snow_6x6_1f.Item.Gbx      |  48
 6 |  0 | snow_6x6_1f.Item.Gbx      |  48
24 |  0 | snow_6x6_1f.Item.Gbx      |  48
 0 |  6 | snow_6x6_1f.Item.Gbx      |  48
 6 |  6 | snow_6x6_1f.Item.Gbx      |  48
24 |  6 | snow_6x6_1f.Item.Gbx      |  48
 0 | 18 | snow_6x6_1f.Item.Gbx      |  48
20 | 21 | snow_6x6_1f.Item.Gbx      |  48
26 | 21 | snow_6x6_1f.Item.Gbx      |  48
 0 |  0 | snow_6x6_1f.Item.Gbx      |  49
 6 |  0 | snow_6x6_1f.Item.Gbx      |  49
 0 |  6 | snow_6x6_1f.Item.Gbx      |  49
 6 |  6 | snow_6x6_1f.Item.Gbx      |  49
12 | 10 | snow_6x6_1f.Item.Gbx      |  49
 0 | 12 | snow_6x6_1f.Item.Gbx      |  49
 0 | 18 | snow_6x6_1f.Item.Gbx      |  49
 6 | 20 | snow_6x6_1f.Item.Gbx      |  49
 0 |  0 | snow_6x6_1f.Item.Gbx      |  50
 6 |  0 | snow_6x6_1f.Item.Gbx      |  50
12 |  0 | snow_6x6_1f.Item.Gbx      |  50
 0 |  6 | snow_6x6_1f.Item.Gbx      |  50
 6 |  6 | snow_6x6_1f.Item.Gbx      |  50
12 |  6 | snow_6x6_1f.Item.Gbx      |  50
 0 | 12 | snow_6x6_1f.Item.Gbx      |  50
 0 | 18 | snow_6x6_1f.Item.Gbx      |  50
 6 | 18 | snow_6x6_1f.Item.Gbx      |  50
 0 |  0 | snow_6x6_1f.Item.Gbx      |  51
26 |  0 | snow_6x6_1f.Item.Gbx      |  51
 0 |  6 | snow_6x6_1f.Item.Gbx      |  51
 6 |  8 | snow_6x6_1f.Item.Gbx      |  51
12 | 11 | snow_6x6_1f.Item.Gbx      |  51
 0 | 12 | snow_6x6_1f.Item.Gbx      |  51
18 | 13 | snow_6x6_1f.Item.Gbx      |  51
24 | 16 | snow_6x6_1f.Item.Gbx      |  51
 0 | 18 | snow_6x6_1f.Item.Gbx      |  51
16 | 19 | snow_6x6_1f.Item.Gbx      |  51
 0 |  0 | snow_6x6_1f.Item.Gbx      |  52
22 |  0 | snow_6x6_1f.Item.Gbx      |  52
 0 |  6 | snow_6x6_1f.Item.Gbx      |  52
 6 |  6 | snow_6x6_1f.Item.Gbx      |  52
21 |  6 | snow_6x6_1f.Item.Gbx      |  52
 0 | 12 | snow_6x6_1f.Item.Gbx      |  52
 6 | 12 | snow_6x6_1f.Item.Gbx      |  52
18 | 12 | snow_6x6_1f.Item.Gbx      |  52
24 | 12 | snow_6x6_1f.Item.Gbx      |  52
12 | 13 | snow_6x6_1f.Item.Gbx      |  52
 0 | 18 | snow_6x6_1f.Item.Gbx      |  52
 6 | 18 | snow_6x6_1f.Item.Gbx      |  52
18 | 18 | snow_6x6_1f.Item.Gbx      |  52
24 | 18 | snow_6x6_1f.Item.Gbx      |  52
12 | 19 | snow_6x6_1f.Item.Gbx      |  52
 0 |  0 | snow_6x6_1f.Item.Gbx      |  53
 6 |  0 | snow_6x6_1f.Item.Gbx      |  53
12 |  0 | snow_6x6_1f.Item.Gbx      |  53
18 |  0 | snow_6x6_1f.Item.Gbx      |  53
24 |  0 | snow_6x6_1f.Item.Gbx      |  53
 0 |  6 | snow_6x6_1f.Item.Gbx      |  53
16 |  6 | snow_6x6_1f.Item.Gbx      |  53
22 |  6 | snow_6x6_1f.Item.Gbx      |  53
 0 | 12 | snow_6x6_1f.Item.Gbx      |  53
23 | 12 | snow_6x6_1f.Item.Gbx      |  53
 6 | 14 | snow_6x6_1f.Item.Gbx      |  53
 0 | 18 | snow_6x6_1f.Item.Gbx      |  53
18 | 18 | snow_6x6_1f.Item.Gbx      |  53
24 | 18 | snow_6x6_1f.Item.Gbx      |  53
 6 | 20 | snow_6x6_1f.Item.Gbx      |  53
12 | 21 | snow_6x6_1f.Item.Gbx      |  53
13 | 20 | snow_6x6_1f.Item.Gbx      |  60
13 | 19 | snow_6x6_1f.Item.Gbx      |  61
13 | 20 | snow_6x6_1f.Item.Gbx      |  62
13 |  4 | snow_6x6_1f.Item.Gbx      |  63
15 | 14 | snow_6x6_1f.Item.Gbx      |  63
17 | 20 | snow_6x6_1f.Item.Gbx      |  63
18 |  2 | snow_6x6_1f.Item.Gbx      |  64
20 | 12 | snow_6x6_1f.Item.Gbx      |  64
20 | 18 | snow_6x6_1f.Item.Gbx      |  64
23 | 18 | snow_6x6_1f.Item.Gbx      |  66
20 |  2 | snow_6x6_1f.Item.Gbx      |  67
20 | 14 | snow_6x6_1f.Item.Gbx      |  67
18 | 20 | snow_6x6_1f.Item.Gbx      |  67
18 |  3 | snow_6x6_1f.Item.Gbx      |  68
18 | 14 | snow_6x6_1f.Item.Gbx      |  68
17 | 20 | snow_6x6_1f.Item.Gbx      |  68
17 |  2 | snow_6x6_1f.Item.Gbx      |  69
18 | 13 | snow_6x6_1f.Item.Gbx      |  69
16 | 19 | snow_6x6_1f.Item.Gbx      |  69
12 |  2 | snow_6x6_1f.Item.Gbx      |  70
13 | 10 | snow_6x6_1f.Item.Gbx      |  70
13 |  3 | snow_6x6_1f.Item.Gbx      |  71
12 | 13 | snow_6x6_1f.Item.Gbx      |  71
13 |  3 | snow_6x6_1f.Item.Gbx      |  72
13 | 12 | snow_6x6_1f.Item.Gbx      |  72
13 | 18 | snow_6x6_1f.Item.Gbx      |  72
13 |  2 | snow_6x6_1f.Item.Gbx      |  73
13 | 12 | snow_6x6_1f.Item.Gbx      |  73
13 | 18 | snow_6x6_1f.Item.Gbx      |  73
12 |  2 | snow_6x6_1f.Item.Gbx      |  74
13 | 12 | snow_6x6_1f.Item.Gbx      |  74
13 | 18 | snow_6x6_1f.Item.Gbx      |  74
12 |  2 | snow_6x6_1f.Item.Gbx      |  75
13 | 12 | snow_6x6_1f.Item.Gbx      |  75
13 | 18 | snow_6x6_1f.Item.Gbx      |  75
 0 |  0 | snow_6x6_1f.Item.Gbx      |  76
24 |  0 | snow_6x6_1f.Item.Gbx      |  76
26 | 15 | snow_6x6_1f.Item.Gbx      |  76
 0 | 16 | snow_6x6_1f.Item.Gbx      |  76
